"NID","temp","humidity","battery_level","UT","Longitude","Latitude","State"
3800,91.9,89.7,0.85,"2015-09-09 12:00:00",-81.46387,27.65836,"Hurlburt"
4446,84.2,77.9,0.79,"2016-02-20 18:00:00",-81.48899,27.66718,"Hurlburt"
4433,59.4,56.8,0.68,"2015-10-21 12:00:00",-97.44327,32.73516,"Fort Bliss"
4354,70.3,54,0.66,"2015-09-02 00:00:00",-97.45821,32.80996,"Fort Bliss"
3833,108.2,75.6,0.76,"2016-05-05 18:00:00",-81.46923,27.7058,"Hurlburt"
3902,92.9,75.2,0.81,"2015-12-11 06:00:00",-97.48731,32.79546,"Fort Bliss"
4117,96.7,96.8,0.73,"2016-07-31 06:00:00",-115.452,36.44293,"Hawthorne"
4065,56.9,55.5,0.85,"2015-09-25 12:00:00",-81.54641,27.7201,"Hurlburt"
4340,94.3,108.1,0.91,"2015-03-23 12:00:00",-115.45178,36.43805,"Hawthorne"
3693,91,89.4,0.52,"2016-01-01 06:00:00",-74.95356,45.26612,"Fort drum"
4433,92.3,108.8,0.83,"2015-04-29 18:00:00",-97.44327,32.73516,"Fort Bliss"
3660,103.9,97.3,0.63,"2015-10-09 18:00:00",-97.47429,32.76037,"Fort Bliss"
4232,95.8,74.1,0.93,"2015-01-26 06:00:00",-100.01624,41.46461,"Camp Ashland"
3969,84.4,68.3,0.86,"2015-08-07 00:00:00",-100.04489,41.47893,"Camp Ashland"
3513,58.2,94.8,0.76,"2016-04-20 18:00:00",-74.98968,45.20481,"Fort drum"
4118,76,97.2,0.7,"2015-09-24 12:00:00",-81.53451,27.72172,"Hurlburt"
4268,75,46.8,0.84,"2015-10-07 18:00:00",-81.53514,27.70049,"Hurlburt"
3888,62.4,96.8,0.78,"2016-03-29 00:00:00",-97.42542,32.8131,"Fort Bliss"
3604,60.7,68.3,0.82,"2015-11-25 18:00:00",-100.01375,41.46745,"Camp Ashland"
3915,109.2,105.8,0.74,"2016-07-04 12:00:00",-97.46726,32.74475,"Fort Bliss"
4232,105.9,93.3,0.74,"2016-06-30 00:00:00",-100.01624,41.46461,"Camp Ashland"
3824,64.7,95,0.48,"2016-06-15 12:00:00",-115.48108,36.36495,"Hawthorne"
4493,109.6,106.4,0.9,"2015-04-19 00:00:00",-74.96174,45.27124,"Fort drum"
4071,71,66.1,0.86,"2015-08-21 12:00:00",-81.54179,27.71191,"Hurlburt"
4138,108.3,109.8,0.78,"2016-03-11 00:00:00",-115.47223,36.37771,"Hawthorne"
4138,100.4,79.7,0.83,"2015-11-02 00:00:00",-115.47223,36.37771,"Hawthorne"
3588,91.4,107.7,0.88,"2015-06-16 18:00:00",-100.04144,41.53507,"Camp Ashland"
4117,63.1,79.9,0.77,"2016-04-18 06:00:00",-115.452,36.44293,"Hawthorne"
4340,87.8,81.5,0.86,"2015-08-04 12:00:00",-115.45178,36.43805,"Hawthorne"
4071,80.2,101.7,0.88,"2015-06-23 12:00:00",-81.54179,27.71191,"Hurlburt"
3535,85.1,92,0.75,"2016-05-27 06:00:00",-97.49487,32.74335,"Fort Bliss"
4162,106.9,109.7,0.76,"2015-06-11 00:00:00",-97.44917,32.73673,"Fort Bliss"
3963,56.3,74.4,0.85,"2015-08-31 00:00:00",-97.46018,32.78075,"Fort Bliss"
3865,94.3,65.2,0.87,"2015-06-24 18:00:00",-100.03183,41.50625,"Camp Ashland"
3908,57.8,48.4,0.84,"2015-10-02 12:00:00",-81.52576,27.71139,"Hurlburt"
3630,109.8,97.3,0.78,"2016-03-09 18:00:00",-100.03085,41.49482,"Camp Ashland"
3715,56.6,72.4,0.75,"2016-05-24 06:00:00",-74.9937,45.22259,"Fort drum"
3958,98.3,101,0.82,"2015-11-29 00:00:00",-81.46669,27.74579,"Hurlburt"
4292,98.3,61.3,0.76,"2016-04-27 00:00:00",-74.96775,45.21805,"Fort drum"
3909,75.3,49.1,0.81,"2016-01-03 06:00:00",-100.04842,41.54721,"Camp Ashland"
3810,102.2,60.7,0.84,"2015-09-28 18:00:00",-115.49047,36.42567,"Hawthorne"
4148,75,59,0.8,"2016-01-18 18:00:00",-115.49922,36.36511,"Hawthorne"
4074,84.5,57.9,0.92,"2015-01-17 18:00:00",-115.47888,36.35814,"Hawthorne"
4487,106.8,106.2,0.88,"2015-06-23 18:00:00",-115.54708,36.39182,"Hawthorne"
3700,73.6,49.2,0.74,"2016-06-17 18:00:00",-99.95644,41.48475,"Camp Ashland"
4208,108.8,100.2,0.76,"2016-04-29 18:00:00",-81.52652,27.69622,"Hurlburt"
3830,106.3,60.2,0.83,"2015-11-08 18:00:00",-74.96081,45.25824,"Fort drum"
3528,95.8,46.6,0.8,"2016-01-20 06:00:00",-97.47912,32.79395,"Fort Bliss"
4001,93.2,109.6,0.74,"2016-06-20 12:00:00",-97.49712,32.77108,"Fort Bliss"
4135,64,45.1,0.92,"2015-01-25 00:00:00",-74.9905,45.25962,"Fort drum"
3670,81.8,49.1,0.73,"2016-07-22 00:00:00",-115.47914,36.39666,"Hawthorne"
3700,104.8,80.8,0.75,"2016-05-29 00:00:00",-99.95644,41.48475,"Camp Ashland"
3513,59.4,98,0.81,"2015-12-19 12:00:00",-74.98968,45.20481,"Fort drum"
3958,73.4,103.2,0.79,"2016-02-26 06:00:00",-81.46669,27.74579,"Hurlburt"
4277,65.1,72.7,0.92,"2015-03-12 06:00:00",-115.45626,36.39939,"Hawthorne"
4162,80.4,57.5,0.91,"2015-01-26 06:00:00",-97.44917,32.73673,"Fort Bliss"
4074,97.5,57.8,0.73,"2015-07-14 00:00:00",-115.47888,36.35814,"Hawthorne"
3991,59.3,96.9,0.83,"2015-10-14 18:00:00",-75.00906,45.21474,"Fort drum"
4487,97.7,56.4,0.94,"2015-01-06 12:00:00",-115.54708,36.39182,"Hawthorne"
3623,107.3,86.8,0.85,"2015-09-11 00:00:00",-115.52572,36.36664,"Hawthorne"
3764,75.1,71.8,0.9,"2015-04-25 00:00:00",-115.47118,36.36853,"Hawthorne"
4351,74.3,80.8,0.9,"2015-04-09 12:00:00",-74.95286,45.26563,"Fort drum"
4208,69.2,53.8,0.78,"2016-03-31 18:00:00",-81.52652,27.69622,"Hurlburt"
3561,97.9,55.6,0.85,"2015-03-15 18:00:00",-100.0272,41.497,"Camp Ashland"
3556,66.6,76.1,0.93,"2015-02-08 12:00:00",-81.48993,27.69282,"Hurlburt"
3561,74.5,95.1,0.92,"2015-01-15 00:00:00",-100.0272,41.497,"Camp Ashland"
3985,69.9,94.4,0.91,"2015-03-19 06:00:00",-115.51587,36.42559,"Hawthorne"
4133,64.1,71.9,0.93,"2015-01-19 06:00:00",-115.47493,36.43337,"Hawthorne"
4186,78.3,103.6,0.72,"2016-08-19 18:00:00",-81.52691,27.74779,"Hurlburt"
3806,78.1,62.8,0.82,"2015-11-23 12:00:00",-115.51603,36.43371,"Hawthorne"
3709,90.7,64.1,0.8,"2016-01-15 18:00:00",-97.43551,32.76468,"Fort Bliss"
4133,57.4,108,0.84,"2015-10-12 06:00:00",-115.47493,36.43337,"Hawthorne"
3556,85.2,73.8,0.9,"2015-04-11 00:00:00",-81.48993,27.69282,"Hurlburt"
3535,56.2,52.4,0.88,"2015-06-15 00:00:00",-97.49487,32.74335,"Fort Bliss"
4340,104.5,84.2,0.93,"2015-01-27 00:00:00",-115.45178,36.43805,"Hawthorne"
4401,87.8,63.5,0.75,"2016-05-21 06:00:00",-74.98549,45.21944,"Fort drum"
4222,66.8,67,0.84,"2015-10-07 00:00:00",-115.49695,36.37476,"Hawthorne"
3916,73,75.7,0.81,"2015-12-28 18:00:00",-99.97327,41.53418,"Camp Ashland"
3630,71,87.3,0.74,"2016-07-13 12:00:00",-100.03085,41.49482,"Camp Ashland"
4472,93.8,104.8,0.82,"2015-11-20 18:00:00",-97.423,32.77893,"Fort Bliss"
4472,70,45.4,0.72,"2016-08-09 00:00:00",-97.423,32.77893,"Fort Bliss"
3700,89.9,80.9,0.93,"2015-02-02 12:00:00",-99.95644,41.48475,"Camp Ashland"
3709,80.8,60.9,0.82,"2015-12-02 18:00:00",-97.43551,32.76468,"Fort Bliss"
3897,72.9,98.4,0.76,"2016-05-17 00:00:00",-75.00357,45.27926,"Fort drum"
4138,63.3,47.4,0.9,"2015-04-26 06:00:00",-115.47223,36.37771,"Hawthorne"
4279,64.7,87.2,0.79,"2016-02-09 18:00:00",-81.53111,27.69132,"Hurlburt"
4421,69.1,61.7,0.75,"2016-06-02 06:00:00",-100.02554,41.53354,"Camp Ashland"
4186,93.7,72.9,0.93,"2015-01-29 12:00:00",-81.52691,27.74779,"Hurlburt"
4433,76.6,45.9,0.49,"2016-06-02 18:00:00",-97.44327,32.73516,"Fort Bliss"
3630,67.2,71.3,0.73,"2016-08-03 18:00:00",-100.03085,41.49482,"Camp Ashland"
4129,90,67.9,0.79,"2016-02-20 06:00:00",-81.49266,27.70068,"Hurlburt"
4467,64.6,80.1,0.47,"2016-02-14 18:00:00",-99.99897,41.49113,"Camp Ashland"
4138,66.5,83,0.94,"2015-01-04 06:00:00",-115.47223,36.37771,"Hawthorne"
4446,79.2,82,0.83,"2015-11-07 06:00:00",-81.48899,27.66718,"Hurlburt"
3833,91.8,91.7,0.79,"2016-02-11 00:00:00",-81.46923,27.7058,"Hurlburt"
3718,108.3,60.3,0.81,"2015-12-11 06:00:00",-75.04029,45.22394,"Fort drum"
3800,106.2,64.3,0.73,"2016-07-20 00:00:00",-81.46387,27.65836,"Hurlburt"
4148,97.1,72.1,0.88,"2015-06-15 12:00:00",-115.49922,36.36511,"Hawthorne"
4071,86.3,58.7,0.84,"2015-10-16 18:00:00",-81.54179,27.71191,"Hurlburt"
3630,72.8,55.8,0.8,"2015-12-29 00:00:00",-100.03085,41.49482,"Camp Ashland"
4104,66.3,101.5,0.9,"2015-05-01 12:00:00",-97.43316,32.77631,"Fort Bliss"
3961,71.8,72.9,0.84,"2015-09-27 12:00:00",-81.45786,27.66912,"Hurlburt"
4407,71.9,109.3,0.92,"2015-02-26 18:00:00",-81.47339,27.66155,"Hurlburt"
4469,77.9,59.2,0.79,"2015-05-23 18:00:00",-115.48422,36.36955,"Hawthorne"
4031,69,51.4,0.79,"2016-02-06 06:00:00",-75.02076,45.24581,"Fort drum"
3763,56.3,48,0.85,"2015-08-20 18:00:00",-99.96093,41.45484,"Camp Ashland"
4420,81.6,47.4,0.9,"2015-04-29 12:00:00",-81.5306,27.7307,"Hurlburt"
3681,102.8,46.6,0.88,"2015-06-24 18:00:00",-100.02803,41.53253,"Camp Ashland"
3990,62.8,53.5,0.82,"2015-12-10 00:00:00",-97.49387,32.72571,"Fort Bliss"
3835,76.9,56.8,0.81,"2016-01-14 12:00:00",-81.54351,27.73274,"Hurlburt"
4167,72,64.8,0.87,"2015-07-21 06:00:00",-81.48386,27.65824,"Hurlburt"
4375,58.7,45.4,0.66,"2015-11-26 06:00:00",-99.99663,41.45154,"Camp Ashland"
4135,57.7,71.2,0.76,"2015-07-27 18:00:00",-74.9905,45.25962,"Fort drum"
4129,88.3,52.8,0.87,"2015-07-13 00:00:00",-81.49266,27.70068,"Hurlburt"
4407,104.4,66.2,0.74,"2016-07-09 12:00:00",-81.47339,27.66155,"Hurlburt"
4208,71,91.5,0.81,"2015-12-24 18:00:00",-81.52652,27.69622,"Hurlburt"
3623,80.6,81.8,0.93,"2015-01-19 00:00:00",-115.52572,36.36664,"Hawthorne"
3909,69.4,97.2,0.89,"2015-05-17 12:00:00",-100.04842,41.54721,"Camp Ashland"
3918,88.6,52,0.8,"2016-01-22 06:00:00",-81.50456,27.65612,"Hurlburt"
3736,83.8,56.6,0.94,"2015-01-10 06:00:00",-75.03974,45.2421,"Fort drum"
3897,73.5,96.7,0.81,"2015-12-13 18:00:00",-75.00357,45.27926,"Fort drum"
4433,106.3,47.2,0.51,"2016-05-12 18:00:00",-97.44327,32.73516,"Fort Bliss"
3833,105.9,91.8,0.84,"2015-09-19 18:00:00",-81.46923,27.7058,"Hurlburt"
3764,109.1,89,0.9,"2015-04-14 12:00:00",-115.47118,36.36853,"Hawthorne"
4071,58.7,85.5,0.91,"2015-03-10 00:00:00",-81.54179,27.71191,"Hurlburt"
3577,94.4,82.3,0.89,"2015-05-20 00:00:00",-97.44644,32.77142,"Fort Bliss"
3888,106.1,99.4,0.75,"2016-05-18 12:00:00",-97.42542,32.8131,"Fort Bliss"
3700,104.4,53.7,0.88,"2015-06-06 18:00:00",-99.95644,41.48475,"Camp Ashland"
4040,109.7,89.2,0.86,"2015-08-07 00:00:00",-115.52342,36.43653,"Hawthorne"
3535,85,70.6,0.89,"2015-05-13 06:00:00",-97.49487,32.74335,"Fort Bliss"
4118,102.1,104.3,0.92,"2015-01-29 18:00:00",-81.53451,27.72172,"Hurlburt"
3535,63.2,60.9,0.89,"2015-05-24 12:00:00",-97.49487,32.74335,"Fort Bliss"
4397,67.9,108.4,0.9,"2015-05-02 00:00:00",-115.47015,36.35268,"Hawthorne"
3777,57.7,75.2,0.92,"2015-02-20 12:00:00",-75.03751,45.26606,"Fort drum"
3888,59.9,52.3,0.77,"2016-04-13 06:00:00",-97.42542,32.8131,"Fort Bliss"
3764,73.8,70.3,0.91,"2015-03-23 06:00:00",-115.47118,36.36853,"Hawthorne"
4187,107.6,85.3,0.84,"2015-09-25 18:00:00",-97.4721,32.77283,"Fort Bliss"
3528,88,72.6,0.73,"2016-08-02 18:00:00",-97.47912,32.79395,"Fort Bliss"
3513,91.6,63.6,0.72,"2016-08-10 12:00:00",-74.98968,45.20481,"Fort drum"
4001,95.1,68.3,0.72,"2016-08-22 06:00:00",-97.49712,32.77108,"Fort Bliss"
3985,97.6,81.4,0.86,"2015-08-01 06:00:00",-115.51587,36.42559,"Hawthorne"
4317,87.9,78.5,0.78,"2016-03-16 18:00:00",-81.47437,27.73138,"Hurlburt"
4001,82.2,70.6,0.93,"2015-02-07 12:00:00",-97.49712,32.77108,"Fort Bliss"
3793,90.9,94.4,0.81,"2015-12-30 12:00:00",-81.53213,27.70878,"Hurlburt"
4467,86.9,72.9,0.34,"2016-06-18 06:00:00",-99.99897,41.49113,"Camp Ashland"
3917,66.2,60,0.81,"2015-11-30 06:00:00",-74.99922,45.24809,"Fort drum"
4104,65,89,0.83,"2015-10-20 18:00:00",-97.43316,32.77631,"Fort Bliss"
3565,103.8,66.6,0.84,"2015-03-27 00:00:00",-99.98972,41.49483,"Camp Ashland"
3793,103.5,87.2,0.82,"2015-11-28 06:00:00",-81.53213,27.70878,"Hurlburt"
3806,87.2,85.6,0.87,"2015-06-30 18:00:00",-115.51603,36.43371,"Hawthorne"
4167,91.1,79.6,0.75,"2016-05-30 12:00:00",-81.48386,27.65824,"Hurlburt"
4074,67.6,51.1,0.43,"2016-04-02 18:00:00",-115.47888,36.35814,"Hawthorne"
3764,95.2,81.7,0.9,"2015-04-16 06:00:00",-115.47118,36.36853,"Hawthorne"
3830,98.4,103,0.77,"2016-04-09 12:00:00",-74.96081,45.25824,"Fort drum"
3660,96.8,97.4,0.54,"2015-12-29 12:00:00",-97.47429,32.76037,"Fort Bliss"
3933,74.6,70.1,0.45,"2016-07-19 12:00:00",-74.95027,45.26996,"Fort drum"
4375,89.7,95.1,0.74,"2015-09-01 06:00:00",-99.99663,41.45154,"Camp Ashland"
3623,60.3,50,0.87,"2015-07-18 06:00:00",-115.52572,36.36664,"Hawthorne"
3513,75.3,78.8,0.83,"2015-10-27 00:00:00",-74.98968,45.20481,"Fort drum"
4420,70.5,78.7,0.89,"2015-05-28 00:00:00",-81.5306,27.7307,"Hurlburt"
4310,83.6,109.5,0.76,"2016-05-03 00:00:00",-99.97013,41.50806,"Camp Ashland"
4104,99,74.8,0.87,"2015-07-04 12:00:00",-97.43316,32.77631,"Fort Bliss"
4340,83.5,87.1,0.86,"2015-08-04 06:00:00",-115.45178,36.43805,"Hawthorne"
3810,72,64.2,0.82,"2015-12-02 00:00:00",-115.49047,36.42567,"Hawthorne"
3848,102.5,81.7,0.78,"2016-03-14 06:00:00",-74.99701,45.24351,"Fort drum"
3907,70.3,96.6,0.75,"2016-06-17 06:00:00",-81.47758,27.67185,"Hurlburt"
4186,95,98.6,0.75,"2016-06-17 06:00:00",-81.52691,27.74779,"Hurlburt"
4421,85.4,99.3,0.85,"2015-08-25 12:00:00",-100.02554,41.53354,"Camp Ashland"
3513,81.3,92.8,0.89,"2015-05-09 12:00:00",-74.98968,45.20481,"Fort drum"
4121,83.4,59.3,0.77,"2016-04-01 00:00:00",-100.03726,41.51464,"Camp Ashland"
3806,71.9,51.8,0.9,"2015-05-03 12:00:00",-115.51603,36.43371,"Hawthorne"
3958,74.2,84.7,0.92,"2015-03-11 18:00:00",-81.46669,27.74579,"Hurlburt"
3718,58,69.9,0.86,"2015-07-26 18:00:00",-75.04029,45.22394,"Fort drum"
4487,106,81.5,0.73,"2016-07-30 18:00:00",-115.54708,36.39182,"Hawthorne"
4138,61.8,65,0.89,"2015-05-16 18:00:00",-115.47223,36.37771,"Hawthorne"
3966,87.8,81.6,0.73,"2016-07-22 00:00:00",-115.5264,36.43856,"Hawthorne"
3633,79.2,108.1,0.85,"2015-09-16 06:00:00",-97.46019,32.72721,"Fort Bliss"
3670,73.8,53.6,0.85,"2015-09-11 00:00:00",-115.47914,36.39666,"Hawthorne"
4162,85.2,68,0.68,"2015-08-26 00:00:00",-97.44917,32.73673,"Fort Bliss"
4162,99.9,93.2,0.5,"2016-02-05 00:00:00",-97.44917,32.73673,"Fort Bliss"
4133,65.2,58.5,0.91,"2015-04-02 00:00:00",-115.47493,36.43337,"Hawthorne"
3917,59.8,64.2,0.91,"2015-03-17 18:00:00",-74.99922,45.24809,"Fort drum"
3681,69.3,86.3,0.8,"2016-01-22 12:00:00",-100.02803,41.53253,"Camp Ashland"
4074,55.2,109.2,0.74,"2015-07-06 06:00:00",-115.47888,36.35814,"Hawthorne"
4065,68.8,46.9,0.79,"2016-02-04 18:00:00",-81.54641,27.7201,"Hurlburt"
4109,84.9,97.7,0.91,"2015-03-14 00:00:00",-74.97159,45.23353,"Fort drum"
4467,83,99.9,0.64,"2015-09-22 18:00:00",-99.99897,41.49113,"Camp Ashland"
4141,89.5,52.1,0.92,"2015-02-24 12:00:00",-75.00767,45.23878,"Fort drum"
3633,60.6,95.8,0.83,"2015-10-18 12:00:00",-97.46019,32.72721,"Fort Bliss"
4493,60.6,97.8,0.75,"2016-05-29 12:00:00",-74.96174,45.27124,"Fort drum"
4317,89.6,74.7,0.94,"2015-01-09 00:00:00",-81.47437,27.73138,"Hurlburt"
3681,79.1,101.2,0.83,"2015-10-14 18:00:00",-100.02803,41.53253,"Camp Ashland"
4420,106.8,51.1,0.75,"2016-05-26 00:00:00",-81.5306,27.7307,"Hurlburt"
4469,107,108.7,0.91,"2015-02-05 06:00:00",-115.48422,36.36955,"Hawthorne"
3688,83.3,69.3,0.84,"2015-10-16 18:00:00",-97.44618,32.7234,"Fort Bliss"
4488,78,50.1,0.86,"2015-08-02 00:00:00",-81.51338,27.71698,"Hurlburt"
4187,106.3,101.7,0.87,"2015-07-02 12:00:00",-97.4721,32.77283,"Fort Bliss"
4138,91.3,79.5,0.8,"2016-01-17 12:00:00",-115.47223,36.37771,"Hawthorne"
4279,72.4,95.1,0.85,"2015-09-09 06:00:00",-81.53111,27.69132,"Hurlburt"
3824,107.2,78.6,0.45,"2016-07-23 18:00:00",-115.48108,36.36495,"Hawthorne"
3848,69.9,80,0.78,"2016-03-18 12:00:00",-74.99701,45.24351,"Fort drum"
4407,95.3,51.3,0.9,"2015-04-11 00:00:00",-81.47339,27.66155,"Hurlburt"
3623,97,80.6,0.82,"2015-12-05 06:00:00",-115.52572,36.36664,"Hawthorne"
3966,64.3,78.3,0.78,"2016-03-19 18:00:00",-115.5264,36.43856,"Hawthorne"
4040,77.2,56.1,0.77,"2016-03-19 12:00:00",-115.52342,36.43653,"Hawthorne"
3961,58.1,82.3,0.72,"2016-08-11 12:00:00",-81.45786,27.66912,"Hurlburt"
3909,84.3,93.1,0.73,"2016-08-02 06:00:00",-100.04842,41.54721,"Camp Ashland"
4167,88.7,104.8,0.81,"2015-12-21 18:00:00",-81.48386,27.65824,"Hurlburt"
4186,68.2,78.1,0.89,"2015-05-19 06:00:00",-81.52691,27.74779,"Hurlburt"
3958,95.4,73.3,0.77,"2016-03-28 18:00:00",-81.46669,27.74579,"Hurlburt"
4375,82.1,93.2,0.68,"2015-10-29 12:00:00",-99.99663,41.45154,"Camp Ashland"
3902,98.3,96.6,0.94,"2015-01-02 00:00:00",-97.48731,32.79546,"Fort Bliss"
3918,59.4,66.8,0.86,"2015-08-23 06:00:00",-81.50456,27.65612,"Hurlburt"
3709,97.8,84.3,0.82,"2015-12-04 12:00:00",-97.43551,32.76468,"Fort Bliss"
3963,86.2,51.2,0.89,"2015-05-09 06:00:00",-97.46018,32.78075,"Fort Bliss"
3709,92.4,69.9,0.83,"2015-11-05 06:00:00",-97.43551,32.76468,"Fort Bliss"
3961,101,49.6,0.74,"2016-07-14 00:00:00",-81.45786,27.66912,"Hurlburt"
4443,61.4,92.8,0.85,"2015-09-15 00:00:00",-97.4717,32.78845,"Fort Bliss"
3902,108.7,96.8,0.91,"2015-03-23 00:00:00",-97.48731,32.79546,"Fort Bliss"
4229,88.4,102.7,0.84,"2015-09-26 12:00:00",-75.04921,45.28741,"Fort drum"
3556,78.6,78,0.87,"2015-07-11 12:00:00",-81.48993,27.69282,"Hurlburt"
4375,109.8,47.8,0.66,"2015-11-26 18:00:00",-99.99663,41.45154,"Camp Ashland"
3917,87.8,55.2,0.75,"2016-05-25 18:00:00",-74.99922,45.24809,"Fort drum"
4229,106.1,55,0.85,"2015-08-20 12:00:00",-75.04921,45.28741,"Fort drum"
4499,72.3,93.9,0.92,"2015-02-15 00:00:00",-81.50685,27.67311,"Hurlburt"
3969,73.2,51.2,0.89,"2015-05-10 12:00:00",-100.04489,41.47893,"Camp Ashland"
3734,74.9,49.7,0.88,"2015-05-29 12:00:00",-115.52564,36.43696,"Hawthorne"
3535,99.4,57.3,0.79,"2016-01-29 00:00:00",-97.49487,32.74335,"Fort Bliss"
4129,93.4,68.3,0.87,"2015-07-27 12:00:00",-81.49266,27.70068,"Hurlburt"
3902,56.3,88.2,0.86,"2015-07-28 06:00:00",-97.48731,32.79546,"Fort Bliss"
3728,58.9,79.5,0.77,"2016-04-07 12:00:00",-74.95018,45.22991,"Fort drum"
3556,76.6,65.4,0.87,"2015-07-13 18:00:00",-81.48993,27.69282,"Hurlburt"
4071,70.7,108.7,0.75,"2016-06-10 00:00:00",-81.54179,27.71191,"Hurlburt"
4469,90.2,95.4,0.64,"2015-10-02 18:00:00",-115.48422,36.36955,"Hawthorne"
3688,108.3,86.5,0.73,"2016-08-06 00:00:00",-97.44618,32.7234,"Fort Bliss"
3918,83.1,79.4,0.9,"2015-04-06 06:00:00",-81.50456,27.65612,"Hurlburt"
4065,86.5,82.9,0.88,"2015-06-19 00:00:00",-81.54641,27.7201,"Hurlburt"
4375,106.9,86.3,0.63,"2016-01-04 06:00:00",-99.99663,41.45154,"Camp Ashland"
4488,78,71.9,0.74,"2016-06-28 12:00:00",-81.51338,27.71698,"Hurlburt"
3777,72.2,63.5,0.87,"2015-07-10 12:00:00",-75.03751,45.26606,"Fort drum"
4148,62.4,105.4,0.8,"2016-01-23 06:00:00",-115.49922,36.36511,"Hawthorne"
3810,82.6,52,0.83,"2015-10-15 18:00:00",-115.49047,36.42567,"Hawthorne"
4354,62.3,84.9,0.74,"2015-06-21 00:00:00",-97.45821,32.80996,"Fort Bliss"
4109,83.3,109.1,0.9,"2015-04-26 18:00:00",-74.97159,45.23353,"Fort drum"
3700,86,61.6,0.81,"2015-12-10 18:00:00",-99.95644,41.48475,"Camp Ashland"
4446,109.2,89.3,0.81,"2015-12-07 06:00:00",-81.48899,27.66718,"Hurlburt"
3660,71.5,67.8,0.81,"2015-04-28 06:00:00",-97.47429,32.76037,"Fort Bliss"
4121,69.8,52.8,0.78,"2016-03-21 12:00:00",-100.03726,41.51464,"Camp Ashland"
4367,78.9,57.9,0.43,"2016-08-16 12:00:00",-74.986,45.26082,"Fort drum"
4001,84.6,61.9,0.91,"2015-03-28 18:00:00",-97.49712,32.77108,"Fort Bliss"
4354,61.8,50.6,0.4,"2016-04-29 00:00:00",-97.45821,32.80996,"Fort Bliss"
3660,98.3,90.3,0.58,"2015-11-24 12:00:00",-97.47429,32.76037,"Fort Bliss"
4232,80.4,102.4,0.86,"2015-07-29 00:00:00",-100.01624,41.46461,"Camp Ashland"
4031,80.9,109.4,0.93,"2015-01-29 18:00:00",-75.02076,45.24581,"Fort drum"
3633,98.6,49.9,0.78,"2016-03-15 12:00:00",-97.46019,32.72721,"Fort Bliss"
3917,93.5,70.3,0.79,"2016-02-07 12:00:00",-74.99922,45.24809,"Fort drum"
3810,87.4,92.6,0.73,"2016-07-22 18:00:00",-115.49047,36.42567,"Hawthorne"
3592,71.1,106.5,0.82,"2015-11-16 06:00:00",-100.049,41.45603,"Camp Ashland"
4262,102.9,56.1,0.86,"2015-08-04 12:00:00",-115.49963,36.4456,"Hawthorne"
3915,102.2,53.3,0.76,"2016-05-04 18:00:00",-97.46726,32.74475,"Fort Bliss"
3679,59.5,62,0.77,"2016-04-05 18:00:00",-115.5269,36.43018,"Hawthorne"
3810,92.9,68,0.88,"2015-06-10 18:00:00",-115.49047,36.42567,"Hawthorne"
4133,86,92,0.77,"2016-04-14 06:00:00",-115.47493,36.43337,"Hawthorne"
4340,56.4,109.2,0.79,"2016-02-05 12:00:00",-115.45178,36.43805,"Hawthorne"
4167,60.9,99.3,0.79,"2016-02-16 00:00:00",-81.48386,27.65824,"Hurlburt"
4401,81.4,91.2,0.92,"2015-02-23 18:00:00",-74.98549,45.21944,"Fort drum"
4317,72.2,58.2,0.93,"2015-02-05 12:00:00",-81.47437,27.73138,"Hurlburt"
4031,66.6,105.5,0.77,"2016-04-13 18:00:00",-75.02076,45.24581,"Fort drum"
3800,59.6,70.6,0.75,"2016-05-29 18:00:00",-81.46387,27.65836,"Hurlburt"
4397,65.8,78,0.77,"2016-04-18 12:00:00",-115.47015,36.35268,"Hawthorne"
3715,65.4,61.8,0.85,"2015-09-08 06:00:00",-74.9937,45.22259,"Fort drum"
3918,100.6,91.2,0.73,"2016-07-30 12:00:00",-81.50456,27.65612,"Hurlburt"
4222,90.3,74.8,0.93,"2015-02-08 00:00:00",-115.49695,36.37476,"Hawthorne"
3902,70.7,92.8,0.89,"2015-05-09 18:00:00",-97.48731,32.79546,"Fort Bliss"
3830,108.5,93.9,0.79,"2016-02-13 00:00:00",-74.96081,45.25824,"Fort drum"
3990,65,82.6,0.74,"2016-06-21 06:00:00",-97.49387,32.72571,"Fort Bliss"
3565,88.8,59.7,0.57,"2015-11-22 00:00:00",-99.98972,41.49483,"Camp Ashland"
4129,78.1,107.5,0.79,"2016-02-11 00:00:00",-81.49266,27.70068,"Hurlburt"
3958,108.7,91,0.84,"2015-09-27 06:00:00",-81.46669,27.74579,"Hurlburt"
3715,92.5,67.1,0.9,"2015-04-13 00:00:00",-74.9937,45.22259,"Fort drum"
3985,63.7,102.7,0.88,"2015-06-18 18:00:00",-115.51587,36.42559,"Hawthorne"
4117,75,69.3,0.84,"2015-09-26 00:00:00",-115.452,36.44293,"Hawthorne"
3681,104.5,52.3,0.79,"2016-02-02 18:00:00",-100.02803,41.53253,"Camp Ashland"
4407,78.4,102.3,0.88,"2015-06-05 18:00:00",-81.47339,27.66155,"Hurlburt"
4310,63.8,108.2,0.76,"2016-05-16 12:00:00",-99.97013,41.50806,"Camp Ashland"
3908,56,54.6,0.93,"2015-02-05 18:00:00",-81.52576,27.71139,"Hurlburt"
